Open Time,Open,High,Low,Close,Volume,Close Time
2020-11-04 12:00:00,0.10000000,0.29000000,0.10000000,0.16963000,43737185.40000000,2020-11-04 12:00:00
2020-11-04 14:00:00,0.16964000,0.18000000,0.15313000,0.15487000,13076814.30000000,2020-11-04 14:00:00
2020-11-04 16:00:00,0.15445000,0.16867000,0.14198000,0.15800000,7502768.50000000,2020-11-04 16:00:00
2020-11-04 18:00:00,0.15800000,0.16275000,0.15221000,0.15649000,3099653.80000000,2020-11-04 18:00:00
2020-11-04 20:00:00,0.15650000,0.16250000,0.15057000,0.15149000,1342663.00000000,2020-11-04 20:00:00
2020-11-04 22:00:00,0.15136000,0.15368000,0.14335000,0.14583000,1063697.80000000,2020-11-04 22:00:00
2020-11-05 00:00:00,0.14617000,0.15082000,0.14225000,0.14521000,1750957.00000000,2020-11-05 00:00:00
2020-11-05 02:00:00,0.14489000,0.14809000,0.13349000,0.13880000,2240958.60000000,2020-11-05 02:00:00
2020-11-05 04:00:00,0.13798000,0.14146000,0.13375000,0.13375000,1595805.60000000,2020-11-05 04:00:00
2020-11-05 06:00:00,0.13375000,0.13900000,0.12620000,0.13323000,2342950.70000000,2020-11-05 06:00:00
2020-11-05 08:00:00,0.13300000,0.13400000,0.12620000,0.12904000,1305004.00000000,2020-11-05 08:00:00
2020-11-05 10:00:00,0.12993000,0.14800000,0.12728000,0.13600000,3568178.40000000,2020-11-05 10:00:00
2020-11-05 12:00:00,0.13600000,0.13699000,0.12733000,0.12940000,2081812.80000000,2020-11-05 12:00:00
2020-11-05 14:00:00,0.12951000,0.14099000,0.12700000,0.13400000,3090962.30000000,2020-11-05 14:00:00
2020-11-05 16:00:00,0.13347000,0.15000000,0.13347000,0.14086000,1855707.10000000,2020-11-05 16:00:00
2020-11-05 18:00:00,0.14080000,0.14796000,0.13550000,0.13791000,1385184.40000000,2020-11-05 18:00:00
2020-11-05 20:00:00,0.13791000,0.15000000,0.13668000,0.14404000,852448.50000000,2020-11-05 20:00:00
2020-11-05 22:00:00,0.14309000,0.14355000,0.13312000,0.13450000,833874.30000000,2020-11-05 22:00:00
2020-11-06 00:00:00,0.13410000,0.13777000,0.12960000,0.12961000,1247119.00000000,2020-11-06 00:00:00
2020-11-06 02:00:00,0.13000000,0.13098000,0.12384000,0.12829000,2089459.30000000,2020-11-06 02:00:00
2020-11-06 04:00:00,0.12791000,0.13903000,0.12790000,0.13445000,1106383.00000000,2020-11-06 04:00:00
2020-11-06 06:00:00,0.13451000,0.13504000,0.12100000,0.12335000,2628049.90000000,2020-11-06 06:00:00
2020-11-06 08:00:00,0.12330000,0.13244000,0.12300000,0.12834000,1767017.90000000,2020-11-06 08:00:00
2020-11-06 10:00:00,0.12836000,0.13571000,0.12801000,0.13299000,1091396.20000000,2020-11-06 10:00:00
2020-11-06 12:00:00,0.13283000,0.14870000,0.13210000,0.14383000,1685664.80000000,2020-11-06 12:00:00
2020-11-06 14:00:00,0.14446000,0.14800000,0.13500000,0.13675000,909416.70000000,2020-11-06 14:00:00
2020-11-06 16:00:00,0.13675000,0.15029000,0.13597000,0.13888000,1712051.30000000,2020-11-06 16:00:00
2020-11-06 18:00:00,0.13865000,0.14800000,0.13714000,0.14244000,581034.90000000,2020-11-06 18:00:00
2020-11-06 20:00:00,0.14358000,0.14492000,0.14019000,0.14227000,280496.80000000,2020-11-06 20:00:00
2020-11-06 22:00:00,0.14227000,0.14400000,0.14000000,0.14400000,186701.20000000,2020-11-06 22:00:00
2020-11-07 00:00:00,0.14312000,0.14750000,0.13999000,0.14546000,885687.00000000,2020-11-07 00:00:00
2020-11-07 02:00:00,0.14663000,0.16985000,0.14499000,0.15308000,1649192.20000000,2020-11-07 02:00:00
2020-11-07 04:00:00,0.15457000,0.15457000,0.14550000,0.14887000,323110.30000000,2020-11-07 04:00:00
2020-11-07 06:00:00,0.14894000,0.16660000,0.14600000,0.16424000,1334446.30000000,2020-11-07 06:00:00
2020-11-07 08:00:00,0.16434000,0.16858000,0.14924000,0.15273000,1326169.00000000,2020-11-07 08:00:00
2020-11-07 10:00:00,0.15316000,0.16000000,0.15178000,0.15837000,549902.50000000,2020-11-07 10:00:00
2020-11-07 12:00:00,0.15837000,0.16398000,0.15465000,0.15601000,706374.60000000,2020-11-07 12:00:00
2020-11-07 14:00:00,0.15601000,0.15733000,0.14400000,0.14409000,792222.70000000,2020-11-07 14:00:00
2020-11-07 16:00:00,0.14469000,0.14765000,0.13722000,0.13883000,573249.10000000,2020-11-07 16:00:00
2020-11-07 18:00:00,0.13882000,0.14031000,0.13418000,0.13799000,429253.50000000,2020-11-07 18:00:00
2020-11-07 20:00:00,0.13800000,0.14318000,0.13463000,0.13966000,183906.40000000,2020-11-07 20:00:00
2020-11-07 22:00:00,0.13991000,0.14319000,0.13903000,0.14076000,106498.40000000,2020-11-07 22:00:00
2020-11-08 00:00:00,0.14079000,0.15000000,0.13844000,0.15000000,333846.10000000,2020-11-08 00:00:00
2020-11-08 02:00:00,0.14999000,0.16275000,0.14999000,0.15204000,1104558.70000000,2020-11-08 02:00:00
2020-11-08 04:00:00,0.15333000,0.16400000,0.15201000,0.16400000,418436.10000000,2020-11-08 04:00:00
2020-11-08 06:00:00,0.16406000,0.19680000,0.16406000,0.17225000,3377304.00000000,2020-11-08 06:00:00
2020-11-08 08:00:00,0.17215000,0.20196000,0.16980000,0.19065000,3561540.30000000,2020-11-08 08:00:00
2020-11-08 10:00:00,0.19108000,0.21800000,0.18620000,0.20812000,4702620.80000000,2020-11-08 10:00:00
2020-11-08 12:00:00,0.20812000,0.21800000,0.19704000,0.20696000,3579478.20000000,2020-11-08 12:00:00
