Open Time,Side,Price,Take Profit,Stop Loss,Size,Return,Return Perc,Outcome,Close Price,Close Time,Balance
2018-03-04 00:00:00,Long,11515.0,13344.791025886585,9685.208974113415,125.86136708612023,-15.290495752522334,-0.12148680811690106,-,10116.079404533884,2018-03-07 00:00:00,984.4829537867226
2018-03-08 00:00:00,Long,9271.64,10867.897422827642,7675.382577172356,114.36465576433162,-19.689659075734454,-0.17216559560419123,-,7675.382577172356,2018-03-15 00:00:00,964.5874383306124
2018-03-16 00:00:00,Short,8260.0,6491.683160764553,10028.316839235447,90.1138536242826,19.291748766612248,0.214081941796059,+,6491.683160764553,2018-04-01 00:00:00,983.7169821607009
2018-04-02 00:00:00,Short,7056.0,5958.616201534393,8153.383798465607,126.50281580302462,-12.22547755044021,-0.09664194012468698,-,7737.905529519791,2018-04-12 00:00:00,971.2637995418153
2018-04-13 00:00:00,Short,7877.41,6643.81965074527,9111.00034925473,124.04512035573315,-17.526799095168,-0.14129374089770827,-,8990.438727485016,2018-04-21 00:00:00,953.5137192300069
2018-04-22 00:00:00,Long,8787.02,9605.790892279063,7968.249107720939,204.6615042170502,19.07027438460016,0.09317958674033545,+,9605.790892279063,2018-04-24 00:00:00,972.2156029070163
2018-04-25 00:00:00,Long,8869.99,9831.020991376492,7908.959008623507,179.46440339614085,19.44431205814031,0.10834634440134569,+,9831.020991376492,2018-05-03 00:00:00,991.3368790390435
2018-05-04 00:00:00,Long,9713.99,10660.935277032902,8767.044722967097,203.38739234837283,-16.083539974686833,-0.0790783528368272,-,8945.823671326589,2018-05-11 00:00:00,974.8872417581297
2018-05-12 00:00:00,Short,8465.94,7542.224230982343,9389.655769017658,178.69862510341218,19.497744835162592,0.10910965220845614,+,7542.224230982343,2018-05-23 00:00:00,994.0633290681061
2018-05-24 00:00:00,Short,7575.01,6721.019019195015,8429.000980804985,176.34939542865575,19.881266581362123,0.11273793444562913,+,6721.019019195015,2018-06-10 00:00:00,1013.6271667376966
2018-06-11 00:00:00,Short,6872.0,6279.5284672461175,7464.4715327538825,235.1385848850577,20.272543334753934,0.08621529871273027,+,6279.5284672461175,2018-06-13 00:00:00,1033.4764606196575
2018-06-14 00:00:00,Short,6635.98,5975.627309599022,7296.332690400977,207.71109810966192,20.66952921239315,0.09951095247438627,+,5975.627309599022,2018-06-22 00:00:00,1053.7721098554532
2018-06-23 00:00:00,Short,6149.98,5511.602500705732,6788.357499294267,203.03589670166303,-17.627987305068746,-0.08682202305817363,-,6683.933705367306,2018-07-02 00:00:00,1035.7786579363215
2018-07-03 00:00:00,Short,6513.86,5842.9407978503305,7184.779202149669,201.1245809381374,-7.561423787655199,-0.03759572177794105,-,6758.753268260459,2018-07-17 00:00:00,1027.8552099029775
2018-07-24 00:00:00,Long,8397.24,9642.387962703737,7152.092037296263,138.63648564406512,-13.44401574446539,-0.09697314297898112,-,7582.9332448511805,2018-08-01 00:00:00,1014.161648484353
2018-08-04 00:00:00,Short,7009.84,5972.6505410993295,8047.029458900671,137.0841330675803,20.28323296968706,0.14796193050064918,+,5972.6505410993295,2018-08-11 00:00:00,1034.1981300145185
2018-08-12 00:00:00,Short,6308.33,5542.404564495832,7074.2554355041675,170.35765590471735,-14.596390912697878,-0.08568086262505148,-,6848.833156123491,2018-08-22 00:00:00,1019.2950953211921
2018-08-23 00:00:00,Short,6525.01,5919.1086201165845,7130.911379883416,219.53773042079766,-20.385901906423843,-0.09285830671269711,-,7130.911379883416,2018-08-28 00:00:00,998.5140255000108
2018-08-29 00:00:00,Short,7031.22,6445.440430300926,7616.9995696990745,239.70695290663298,19.970280510000215,0.08331122759621719,+,6445.440430300926,2018-09-06 00:00:00,1018.0528334947791
2018-09-07 00:00:00,Short,6395.54,5772.087344739135,7018.992655260865,208.86903163496413,-12.39373251382047,-0.059337338890337404,-,6775.0343243667085,2018-09-21 00:00:00,1005.2831367240157
2018-09-22 00:00:00,Short,6723.05,6215.134801430718,7230.965198569283,266.1298110940655,20.105662734480315,0.07554832978622536,+,6215.134801430718,2018-10-11 00:00:00,1024.9097657985267
2018-10-12 00:00:00,Short,6298.01,5949.283233472855,6646.736766527146,370.197677590333,-18.79003810083321,-0.05075676925673906,-,6617.676640346635,2018-10-15 00:00:00,1005.4533718780309
2018-10-16 00:00:00,Short,6759.27,6228.303637448413,7290.236362551588,255.99101156897555,20.10906743756062,0.07855380278515102,+,6228.303637448413,2018-11-14 00:00:00,1025.1016554947673
2018-11-15 00:00:00,Short,5753.4,5268.454252468113,6238.345747531886,243.23627518089714,20.502033109895347,0.08428855068861661,+,5268.454252468113,2018-11-19 00:00:00,1045.165863309337
2018-11-20 00:00:00,Short,4558.86,3667.6997463327098,5450.02025366729,106.93396228116127,20.903317266186743,0.1954787498776646,+,3667.6997463327098,2018-11-25 00:00:00,1065.8766994434177
2018-11-26 00:00:00,Short,3862.2,3003.2923571759848,4721.107642824015,95.85731418235477,-14.469541196124407,-0.15094874417822915,-,4445.194239765156,2018-11-29 00:00:00,1051.234615081765
2018-11-30 00:00:00,Short,4041.32,3213.746627272578,4868.8933727274225,102.67066618204319,21.0246923016353,0.20477798658047922,+,3213.746627272578,2018-12-14 00:00:00,1072.0745001842727
2018-12-15 00:00:00,Short,3211.72,2743.920540162535,3679.5194598374646,147.20851173826324,-21.441490003685455,-0.14565387388609993,-,3679.5194598374646,2018-12-19 00:00:00,1050.3680348594582
2019-01-29 00:00:00,Short,3411.04,3162.950353784784,3659.129646215216,288.83489789162047,-14.942223977327592,-0.05173275143135357,-,3587.5024844424042,2019-02-08 00:00:00,1034.9059080659258
2019-02-09 00:00:00,Short,3665.18,3469.728163924661,3860.6318360753385,388.1382249755873,-12.68222875606486,-0.032674516293422357,-,3784.9379836283256,2019-02-18 00:00:00,1021.5250305049049
2019-04-02 00:00:00,Long,4857.29,5775.901816472169,3938.678183527831,108.02916371088283,20.430500610098104,0.18912023298427091,+,5775.901816472169,2019-05-03 00:00:00,1041.7610786203234
2019-05-04 00:00:00,Long,5829.45,6372.4749788641975,5286.425021135802,223.66905229536349,20.835221572406468,0.09315200899985379,+,6372.4749788641975,2019-05-10 00:00:00,1062.1936958985982
2019-05-11 00:00:00,Long,7076.22,8181.412192874784,5971.027807125217,136.01826584099237,21.243873917971964,0.15618397857539523,+,8181.412192874784,2019-05-14 00:00:00,1083.1927369380564
2019-05-15 00:00:00,Long,8169.87,9087.322578110598,7252.417421889403,192.91555894807954,-21.663854738761128,-0.11229708405526609,-,7252.417421889403,2019-05-17 00:00:00,1061.1816341931888
2019-05-18 00:00:00,Long,7257.45,8026.539301788987,6488.360698211012,200.2751210596968,21.223632683863777,0.10597238724193588,+,8026.539301788987,2019-05-19 00:00:00,1082.044771659145
2019-05-20 00:00:00,Long,7938.15,9066.779372460911,6809.520627539087,152.2099976082896,21.640895433182884,0.14217788432580783,+,9066.779372460911,2019-05-30 00:00:00,1103.411689096633
2019-05-31 00:00:00,Long,8555.0,9746.238455561795,7363.7615444382045,158.48526306632502,-13.385979135049444,-0.08446198009872692,-,7832.427760255391,2019-06-04 00:00:00,1089.7404364880642
2019-06-05 00:00:00,Long,7776.5,8698.3231762824,6854.676823717599,183.86099899387446,21.794808729761264,0.11853959702724874,+,8698.3231762824,2019-06-15 00:00:00,1111.2042954196365
2019-06-16 00:00:00,Long,8953.33,9808.528210453544,8098.131789546457,232.67071031482135,22.22408590839275,0.09551733382479409,+,9808.528210453544,2019-06-21 00:00:00,1133.0095740494626
2019-06-22 00:00:00,Long,10729.5,12294.841506035838,9164.158493964162,155.3223520604121,22.66019148098925,0.14589137481111314,+,12294.841506035838,2019-06-26 00:00:00,1155.390185296743
2019-06-27 00:00:00,Long,11329.99,13383.704792349474,9276.275207650526,127.48176420869514,-13.325025535576431,-0.10452495396724022,-,10145.723316800708,2019-07-01 00:00:00,1141.835692585591
2019-07-02 00:00:00,Long,10842.85,13408.056103494479,8277.643896505522,96.52833058899922,-1.1157702146284312,-0.011558992140651286,-,10717.51758206774,2019-07-14 00:00:00,1140.5461713759025
2019-08-05 00:00:00,Long,11828.8,13743.45806217463,9914.141937825369,140.9263911765857,-13.556111033618684,-0.09619284876622153,-,10690.954030514118,2019-08-14 00:00:00,1126.736392838166
2019-08-15 00:00:00,Long,10293.93,11661.796813128747,8926.063186871253,169.5858901613238,-10.935466269802584,-0.06448334976099654,-,9630.142911394785,2019-08-28 00:00:00,1115.495671966073
2019-09-24 00:00:00,Short,8493.14,6458.097517596745,10528.182482403254,93.10922001209208,-3.036318399903231,-0.03261028713922107,-,8770.103734113603,2019-10-11 00:00:00,1112.291756970148
2019-10-12 00:00:00,Short,8300.09,7605.230234769691,8994.949765230309,265.7261839315276,22.24583513940296,0.0837171362274757,+,7605.230234769691,2019-10-23 00:00:00,1134.0592849784744
2019-10-24 00:00:00,Short,7412.41,6800.30119051179,8024.51880948821,274.6607222201467,-22.681185699569486,-0.08257891960755136,-,8024.51880948821,2019-10-25 00:00:00,1110.8837099789084
2019-10-26 00:00:00,Long,9230.0,10785.307646956671,7674.692353043329,131.85116993629714,-9.166431480394088,-0.06952104774514158,-,8588.320729312343,2019-11-12 00:00:00,1101.479946392629
2019-11-13 00:00:00,Long,8777.12,9442.263415580817,8111.976584419184,290.698861046066,-22.029598927852582,-0.07578151097180127,-,8111.976584419184,2019-11-18 00:00:00,1078.9270895148936
2019-11-21 00:00:00,Short,7627.74,6572.293404280888,8683.186595719111,155.94868278804975,21.578541790297873,0.13836950338096363,+,6572.293404280888,2019-11-25 00:00:00,1100.224923676173
2019-11-26 00:00:00,Short,7156.14,6330.740002297525,7981.539997702475,190.77692287937353,-6.940303862588897,-0.0363791582222824,-,7416.474349320804,2019-12-18 00:00:00,1092.941221352401
2019-12-19 00:00:00,Short,7150.3,6375.071096759103,7925.528903240897,201.61419633260653,-15.051549249422983,-0.07465520545285499,-,7684.107115549549,2019-12-23 00:00:00,1077.5267665495794
2019-12-24 00:00:00,Short,7255.77,6570.428003694476,7941.111996305525,228.1572245411343,-11.16634678979268,-0.048941456104448305,-,7610.877948958973,2020-01-06 00:00:00,1065.9497367556128
2020-01-10 00:00:00,Long,8197.02,9216.639383210426,7177.400616789575,171.3896666748097,2.462249930410609,0.014366384964633942,+,8314.781544882804,2020-01-23 00:00:00,1068.1034852860087
2020-01-24 00:00:00,Long,8439.0,9143.638641680678,7734.361358319321,255.83965394884987,21.362069705720145,0.08349788383465791,+,9143.638641680678,2020-01-28 00:00:00,1089.005043614621
2020-01-29 00:00:00,Long,9301.53,9899.662717758123,8703.397282241878,338.7011872983319,21.78010087229242,0.06430476682418079,+,9899.662717758123,2020-02-08 00:00:00,1110.1754823497763
2020-02-09 00:00:00,Long,10151.75,10911.425668757822,9392.074331242178,296.7114629687369,-13.041199555659391,-0.04395246285794318,-,9705.555585181875,2020-02-16 00:00:00,1096.600202160773
2020-02-17 00:00:00,Long,9706.0,10522.051480225995,8889.948519774005,260.8561302829781,-17.192324451846652,-0.06590730466328826,-,9066.303700938124,2020-02-26 00:00:00,1078.938336674417
2020-02-29 00:00:00,Short,8523.61,7635.849483301687,9411.370516698315,207.1831180342219,21.578766733488344,0.10415311314083045,+,7635.849483301687,2020-03-09 00:00:00,1100.1441737954437
2020-03-10 00:00:00,Short,7894.56,7010.568317078569,8778.551682921432,196.49854985005524,22.002883475908874,0.11197478807196748,+,7010.568317078569,2020-03-12 00:00:00,1121.7933598816226
2020-03-13 00:00:00,Short,5578.6,4075.5060359408226,7081.693964059178,83.26873218937678,-13.824548076973292,-0.1660232804497652,-,6504.7774723170605,2020-03-20 00:00:00,1107.8189280867084
2020-03-21 00:00:00,Short,6186.98,4753.381926366212,7620.578073633787,95.62029522431918,-16.313376959545355,-0.17060579996406833,-,7242.514672261691,2020-04-06 00:00:00,1091.3334345957592
2020-04-07 00:00:00,Short,7197.32,6108.148641833017,8286.491358166983,144.23214302483584,-6.985647769951316,-0.04843336321189121,-,7545.9104137122085,2020-04-23 00:00:00,1084.088168968363
2020-04-29 00:00:00,Long,8778.57,10472.825996588144,7084.314003411855,112.34127424220675,2.6982055234044875,0.024017935897604127,+,8989.41313153263,2020-05-10 00:00:00,1086.5841601981317
2020-05-11 00:00:00,Long,8561.52,9781.154546291113,7341.885453708887,152.55081200363168,21.73168320396262,0.14245537548135287,+,9781.154546291113,2020-05-14 00:00:00,1108.0412519404877
2020-05-15 00:00:00,Long,9316.42,10357.677166457217,8275.162833542783,198.27911899087127,-14.266971451216733,-0.0719539784311508,-,8646.066516264458,2020-05-25 00:00:00,1093.4173780750873
2020-05-26 00:00:00,Long,8841.18,9737.19896144918,7945.161038550821,215.77891251441343,21.868347561501746,0.10134608292662056,+,9737.19896144918,2020-05-30 00:00:00,1114.897323594063
2020-05-31 00:00:00,Long,9448.27,10213.613578807102,8682.926421192898,275.27116519387545,22.29794647188126,0.08100356772267324,+,10213.613578807102,2020-06-01 00:00:00,1136.6997819685953
2020-06-02 00:00:00,Long,9518.04,10570.865458257145,8465.214541742856,205.52607097245695,-9.86981396041473,-0.04802219939161591,-,9060.962785302625,2020-06-15 00:00:00,1126.4600210804301
